"variant_id","source_job_id","entity_id","destination_id","batch_id","country_code","profile_id","max_width","max_height","fit","without_enlargement","format","max_bytes","status","physical_path","physical_bytes","parent_profile_file"
"variant:jp-hita:poi:14:sm","source:jp-hita:poi:14","unresolved:jp-hita:14","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:15:sm","source:jp-hita:poi:15","unresolved:jp-hita:15","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:16:sm","source:jp-hita:poi:16","unresolved:jp-hita:16","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:17:sm","source:jp-hita:poi:17","unresolved:jp-hita:17","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:18:sm","source:jp-hita:poi:18","unresolved:jp-hita:18","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:19:sm","source:jp-hita:poi:19","unresolved:jp-hita:19","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:20:sm","source:jp-hita:poi:20","unresolved:jp-hita:20","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:21:sm","source:jp-hita:poi:21","unresolved:jp-hita:21","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:22:sm","source:jp-hita:poi:22","unresolved:jp-hita:22","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:23:sm","source:jp-hita:poi:23","unresolved:jp-hita:23","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:24:sm","source:jp-hita:poi:24","unresolved:jp-hita:24","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hita:poi:25:sm","source:jp-hita:poi:25","unresolved:jp-hita:25","jp-hita","JP-A-28","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:1:sm","source:jp-usuki:poi:1","unresolved:jp-usuki:1","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:2:sm","source:jp-usuki:poi:2","unresolved:jp-usuki:2","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:3:sm","source:jp-usuki:poi:3","unresolved:jp-usuki:3","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:4:sm","source:jp-usuki:poi:4","unresolved:jp-usuki:4","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:5:sm","source:jp-usuki:poi:5","unresolved:jp-usuki:5","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:6:sm","source:jp-usuki:poi:6","unresolved:jp-usuki:6","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:7:sm","source:jp-usuki:poi:7","unresolved:jp-usuki:7","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:8:sm","source:jp-usuki:poi:8","unresolved:jp-usuki:8","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:9:sm","source:jp-usuki:poi:9","unresolved:jp-usuki:9","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:10:sm","source:jp-usuki:poi:10","unresolved:jp-usuki:10","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:11:sm","source:jp-usuki:poi:11","unresolved:jp-usuki:11","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:12:sm","source:jp-usuki:poi:12","unresolved:jp-usuki:12","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:13:sm","source:jp-usuki:poi:13","unresolved:jp-usuki:13","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:14:sm","source:jp-usuki:poi:14","unresolved:jp-usuki:14","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:15:sm","source:jp-usuki:poi:15","unresolved:jp-usuki:15","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:16:sm","source:jp-usuki:poi:16","unresolved:jp-usuki:16","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:17:sm","source:jp-usuki:poi:17","unresolved:jp-usuki:17","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:18:sm","source:jp-usuki:poi:18","unresolved:jp-usuki:18","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:19:sm","source:jp-usuki:poi:19","unresolved:jp-usuki:19","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:20:sm","source:jp-usuki:poi:20","unresolved:jp-usuki:20","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:21:sm","source:jp-usuki:poi:21","unresolved:jp-usuki:21","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:22:sm","source:jp-usuki:poi:22","unresolved:jp-usuki:22","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:23:sm","source:jp-usuki:poi:23","unresolved:jp-usuki:23","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:24:sm","source:jp-usuki:poi:24","unresolved:jp-usuki:24","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-usuki:poi:25:sm","source:jp-usuki:poi:25","unresolved:jp-usuki:25","jp-usuki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:1:sm","source:jp-miyazaki:poi:1","unresolved:jp-miyazaki:1","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:2:sm","source:jp-miyazaki:poi:2","unresolved:jp-miyazaki:2","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:3:sm","source:jp-miyazaki:poi:3","unresolved:jp-miyazaki:3","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:4:sm","source:jp-miyazaki:poi:4","unresolved:jp-miyazaki:4","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:5:sm","source:jp-miyazaki:poi:5","unresolved:jp-miyazaki:5","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:6:sm","source:jp-miyazaki:poi:6","unresolved:jp-miyazaki:6","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:7:sm","source:jp-miyazaki:poi:7","unresolved:jp-miyazaki:7","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:8:sm","source:jp-miyazaki:poi:8","unresolved:jp-miyazaki:8","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:9:sm","source:jp-miyazaki:poi:9","unresolved:jp-miyazaki:9","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:10:sm","source:jp-miyazaki:poi:10","unresolved:jp-miyazaki:10","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:11:sm","source:jp-miyazaki:poi:11","unresolved:jp-miyazaki:11","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:12:sm","source:jp-miyazaki:poi:12","unresolved:jp-miyazaki:12","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:13:sm","source:jp-miyazaki:poi:13","unresolved:jp-miyazaki:13","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:14:sm","source:jp-miyazaki:poi:14","unresolved:jp-miyazaki:14","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:15:sm","source:jp-miyazaki:poi:15","unresolved:jp-miyazaki:15","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:16:sm","source:jp-miyazaki:poi:16","unresolved:jp-miyazaki:16","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:17:sm","source:jp-miyazaki:poi:17","unresolved:jp-miyazaki:17","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:18:sm","source:jp-miyazaki:poi:18","unresolved:jp-miyazaki:18","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:19:sm","source:jp-miyazaki:poi:19","unresolved:jp-miyazaki:19","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:20:sm","source:jp-miyazaki:poi:20","unresolved:jp-miyazaki:20","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:21:sm","source:jp-miyazaki:poi:21","unresolved:jp-miyazaki:21","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:22:sm","source:jp-miyazaki:poi:22","unresolved:jp-miyazaki:22","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:23:sm","source:jp-miyazaki:poi:23","unresolved:jp-miyazaki:23","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:24:sm","source:jp-miyazaki:poi:24","unresolved:jp-miyazaki:24","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-miyazaki:poi:25:sm","source:jp-miyazaki:poi:25","unresolved:jp-miyazaki:25","jp-miyazaki","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:1:sm","source:jp-aoshima:poi:1","unresolved:jp-aoshima:1","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:2:sm","source:jp-aoshima:poi:2","unresolved:jp-aoshima:2","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:3:sm","source:jp-aoshima:poi:3","unresolved:jp-aoshima:3","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:4:sm","source:jp-aoshima:poi:4","unresolved:jp-aoshima:4","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:5:sm","source:jp-aoshima:poi:5","unresolved:jp-aoshima:5","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:6:sm","source:jp-aoshima:poi:6","unresolved:jp-aoshima:6","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:7:sm","source:jp-aoshima:poi:7","unresolved:jp-aoshima:7","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:8:sm","source:jp-aoshima:poi:8","unresolved:jp-aoshima:8","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:9:sm","source:jp-aoshima:poi:9","unresolved:jp-aoshima:9","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:10:sm","source:jp-aoshima:poi:10","unresolved:jp-aoshima:10","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:11:sm","source:jp-aoshima:poi:11","unresolved:jp-aoshima:11","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:12:sm","source:jp-aoshima:poi:12","unresolved:jp-aoshima:12","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:13:sm","source:jp-aoshima:poi:13","unresolved:jp-aoshima:13","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:14:sm","source:jp-aoshima:poi:14","unresolved:jp-aoshima:14","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:15:sm","source:jp-aoshima:poi:15","unresolved:jp-aoshima:15","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:16:sm","source:jp-aoshima:poi:16","unresolved:jp-aoshima:16","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:17:sm","source:jp-aoshima:poi:17","unresolved:jp-aoshima:17","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:18:sm","source:jp-aoshima:poi:18","unresolved:jp-aoshima:18","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:19:sm","source:jp-aoshima:poi:19","unresolved:jp-aoshima:19","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:20:sm","source:jp-aoshima:poi:20","unresolved:jp-aoshima:20","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:21:sm","source:jp-aoshima:poi:21","unresolved:jp-aoshima:21","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:22:sm","source:jp-aoshima:poi:22","unresolved:jp-aoshima:22","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:23:sm","source:jp-aoshima:poi:23","unresolved:jp-aoshima:23","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:24:sm","source:jp-aoshima:poi:24","unresolved:jp-aoshima:24","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-aoshima:poi:25:sm","source:jp-aoshima:poi:25","unresolved:jp-aoshima:25","jp-aoshima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:1:sm","source:jp-nichinan:poi:1","unresolved:jp-nichinan:1","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:2:sm","source:jp-nichinan:poi:2","unresolved:jp-nichinan:2","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:3:sm","source:jp-nichinan:poi:3","unresolved:jp-nichinan:3","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:4:sm","source:jp-nichinan:poi:4","unresolved:jp-nichinan:4","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:5:sm","source:jp-nichinan:poi:5","unresolved:jp-nichinan:5","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:6:sm","source:jp-nichinan:poi:6","unresolved:jp-nichinan:6","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:7:sm","source:jp-nichinan:poi:7","unresolved:jp-nichinan:7","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:8:sm","source:jp-nichinan:poi:8","unresolved:jp-nichinan:8","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:9:sm","source:jp-nichinan:poi:9","unresolved:jp-nichinan:9","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:10:sm","source:jp-nichinan:poi:10","unresolved:jp-nichinan:10","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:11:sm","source:jp-nichinan:poi:11","unresolved:jp-nichinan:11","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:12:sm","source:jp-nichinan:poi:12","unresolved:jp-nichinan:12","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:13:sm","source:jp-nichinan:poi:13","unresolved:jp-nichinan:13","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:14:sm","source:jp-nichinan:poi:14","unresolved:jp-nichinan:14","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:15:sm","source:jp-nichinan:poi:15","unresolved:jp-nichinan:15","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:16:sm","source:jp-nichinan:poi:16","unresolved:jp-nichinan:16","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:17:sm","source:jp-nichinan:poi:17","unresolved:jp-nichinan:17","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:18:sm","source:jp-nichinan:poi:18","unresolved:jp-nichinan:18","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:19:sm","source:jp-nichinan:poi:19","unresolved:jp-nichinan:19","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:20:sm","source:jp-nichinan:poi:20","unresolved:jp-nichinan:20","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:21:sm","source:jp-nichinan:poi:21","unresolved:jp-nichinan:21","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:22:sm","source:jp-nichinan:poi:22","unresolved:jp-nichinan:22","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:23:sm","source:jp-nichinan:poi:23","unresolved:jp-nichinan:23","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:24:sm","source:jp-nichinan:poi:24","unresolved:jp-nichinan:24","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nichinan:poi:25:sm","source:jp-nichinan:poi:25","unresolved:jp-nichinan:25","jp-nichinan","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kirishima:poi:1:sm","source:jp-kirishima:poi:1","unresolved:jp-kirishima:1","jp-kirishima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kirishima:poi:2:sm","source:jp-kirishima:poi:2","unresolved:jp-kirishima:2","jp-kirishima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kirishima:poi:3:sm","source:jp-kirishima:poi:3","unresolved:jp-kirishima:3","jp-kirishima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kirishima:poi:4:sm","source:jp-kirishima:poi:4","unresolved:jp-kirishima:4","jp-kirishima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kirishima:poi:5:sm","source:jp-kirishima:poi:5","unresolved:jp-kirishima:5","jp-kirishima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kirishima:poi:6:sm","source:jp-kirishima:poi:6","unresolved:jp-kirishima:6","jp-kirishima","JP-A-29","JP","sm","480","480","inside","true","webp","200000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
